use_case	iteration	ari_batch	ari_celltype
bbknn	1	0.297206817339105	0.523505560404821
bbknn	2	0.299832131713868	0.506134185879128
bbknn	3	0.120473669880727	0.450877214903439
bbknn	4	0.355936045258948	0.494083491807661
bbknn	5	0.306763322166205	0.4937595990432
bbknn	6	0.312043311435491	0.508683335187449
bbknn	7	0.137419146994087	0.451289486248719
bbknn	8	0.324670169640965	0.497064854757015
bbknn	9	0.303437973682711	0.502771886447313
bbknn	10	-0.00337722043312276	0.983313009236025
bbknn	11	0.338276266451392	0.506471173524876
bbknn	12	0.339411610937009	0.500750144886038
bbknn	13	0.29340234173581	0.511671166269847
bbknn	14	0.315881396431664	0.497347565312185
bbknn	15	0.293849405003133	0.506270091036765
bbknn	16	0.295724517895605	0.504499696038288
bbknn	17	0.318134546417608	0.498593629816965
bbknn	18	0.294753332769164	0.507699932033273
bbknn	19	0.337122069304003	0.506033258137079
bbknn	20	0.295538567624839	0.494754899886738
ComBat	1	0.0299730821137432	0.510913855155618
ComBat	2	0.0364295753700024	0.517350694251144
ComBat	3	0.0104298812202734	0.476664575355599
ComBat	4	0.0312092811653513	0.522383935390112
ComBat	5	0.0314847349575756	0.499003634988305
ComBat	6	0.027507348236966	0.504456344973371
ComBat	7	0.0141449479066375	0.473071499432981
ComBat	8	-0.00171538043973528	0.975064984712347
ComBat	9	0.0339391056870339	0.507813587237047
ComBat	10	-0.00346007397003037	0.975064984712347
ComBat	11	0.0219405986549897	0.476664575355599
ComBat	12	-0.00314162902157876	0.929535048071999
ComBat	13	0.0353634181252981	0.52199816214776
ComBat	14	0.0358016866838173	0.521415047107134
ComBat	15	0.0210099052229817	0.50258476631963
ComBat	16	0.0163570061171514	0.471374107214713
ComBat	17	0.0152282460588711	0.476664575355599
ComBat	18	0.0324863471127931	0.507419680813378
ComBat	19	-0.00214384754137278	0.983313009236025
ComBat	20	-0.00295878094779303	0.975064984712347
Harmony	1	0.0919872733581226	0.52649391345002
Harmony	2	0.102032871553857	0.501817323170131
Harmony	3	0.0104298812202734	0.476664575355599
Harmony	4	-0.00181660806232041	0.90826836093408
Harmony	5	0.102015629502307	0.511614756527373
Harmony	6	0.105210169772051	0.513720325479776
Harmony	7	0.0140976681994364	0.476664575355599
Harmony	8	0.113565490108461	0.514310912165736
Harmony	9	0.0950390604196554	0.513269162628913
Harmony	10	-0.00335886402521644	0.892465780536391
Harmony	11	0.0989933494821274	0.500670026719457
Harmony	12	0.105313471903591	0.500095876610151
Harmony	13	0.120264922335575	0.500032128162756
Harmony	14	0.102189317763441	0.516094056112045
Harmony	15	0.076331803244948	0.516500664477057
Harmony	16	0.104860045873803	0.504365208615842
Harmony	17	0.0142268178329413	0.486794089360969
Harmony	18	0.0968286527389965	0.51965155508115
Harmony	19	0.11347719537656	0.527164178531881
Harmony	20	-0.0031891752830074	0.959091346691484
limma	1	0.0299730821137432	0.510913855155618
limma	2	0.0364295753700024	0.517350694251144
limma	3	0.0114687838629603	0.474835055783486
limma	4	0.029246489577779	0.522302570988996
limma	5	0.0354832412020656	0.499389325666762
limma	6	0.0294281916561613	0.50310019999198
limma	7	0.0141449479066375	0.473071499432981
limma	8	-0.00214072412433465	0.966881324231696
limma	9	0.0325739794729036	0.503443277713402
limma	10	-0.00346007397003037	0.975064984712347
limma	11	0.0219405986549897	0.476664575355599
limma	12	-0.00314162902157876	0.929535048071999
limma	13	0.0333302738625419	0.521056380488494
limma	14	0.0358016866838173	0.521415047107134
limma	15	0.0210099052229817	0.50258476631963
limma	16	0.0188277659444963	0.468178582504638
limma	17	0.0161131323822887	0.478559850043813
limma	18	0.0344965703426268	0.507540191753591
limma	19	-0.00214384754137278	0.983313009236025
limma	20	-0.00310099613257601	0.966881324231696
MNN_Correct	1	0.127190565628279	0.423489030541789
MNN_Correct	2	0.100975323840764	0.508589194968399
MNN_Correct	3	0.0533197180736558	0.458078160651485
MNN_Correct	4	0.101799953968834	0.510617725705479
